ListingID,Title,UserID,baseurl,Price,AboutListing,HostName,MemberDate,Lat,Long,BookInstantly,Cancellation,OverallCounter,PageCounter,PageNumber,A_AC,A_Breakfast,A_CableTV,A_CarbonMonoxDetector,A_Doorman,A_Dryer,A_TV,A_Elevator,A_Essentials,A_Events,A_FamilyFriendly,A_FireExt,A_Fireplace,A_FirstAidKit,A_Gym,A_Heat,A_HotTub,A_Intercom,A_Internet,A_Kitchen,A_Parking,A_Pets,A_Pool,A_SafetyCard,A_Shampoo,A_SmokeDetector,A_Smoking,A_Washer,A_Wheelchair,P_Cleaning,P_Deposit,P_ExtraPeople,P_Monthly,P_Weekly,R_CI,R_acc,R_clean,R_comm,R_loc,R_val,RespRate,RespTime,S_Accomodates,S_Bathrooms,S_BedType,S_Bedrooms,S_CheckIn,S_Checkout,S_NumBeds,S_PropType,ShortDesc
6884320,Charming Haight/Ashbury Victorian,35673371,https://www.airbnb.com/s/San-Francisco--CA?page=1,145,,Laura,Not Found,37.76801579255485,-122.45013797307693,No,Flexible,11,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$75,Not Found,Not Found,Not Found,$950,0.0,0.0,0.0,0.0,0.0,0.0,Not Found,Not Found,2,1,Real Bed,1,3:00 PM,11:00 AM,1,Apartment,"
        Entire home/apt
         · "
713877,Charming Cole Valley Apartment,3675617,https://www.airbnb.com/s/San-Francisco--CA?page=1,145,,Stacey,Not Found,37.76369466514492,-122.45303727508765,No,Moderate,12,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$50,$400,$10 / night after 2 guests,Not Found,Not Found,0.0,0.0,0.0,0.0,0.0,0.0,Not Found,Not Found,5,1,Not Found,1,3:00 PM,11:00 AM,2,Apartment,"
        Entire home/apt
         · "
44323,Hip Inner Mission Garden Room,126975,https://www.airbnb.com/s/San-Francisco--CA?page=1,79,,Mary,Not Found,37.758152318353986,-122.42015183490781,No,Flexible,13,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not Found,Not Found,$20 / night after the first guest,Not Found,$518,0.0,0.0,0.0,0.0,0.0,0.0,Not Found,Not Found,2,1,Real Bed,1,Not Found,Not Found,1,House,"
        Private room
         · "
173464,Private remodeled 1 bedroom cottage,828220,https://www.airbnb.com/s/San-Francisco--CA?page=1,159,,Keith,Not Found,37.776376109786604,-122.47053408754881,No,Moderate,14,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$70,Not Found,No Charge,Not Found,$975,0.0,0.0,0.0,0.0,0.0,0.0,Not Found,Not Found,2,1,Real Bed,1,3:00 PM,11:00 AM,1,House,"
        Entire home/apt
         · "
4198069,Bright and Sunny Studio near Haight,7682848,https://www.airbnb.com/s/San-Francisco--CA?page=1,180,,Lucy,Not Found,37.773128608677446,-122.4522177545159,No,Moderate,15,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$71,$200,No Charge,Not Found,Not Found,0.0,0.0,0.0,0.0,0.0,0.0,Not Found,Not Found,2,1,Real Bed,0,3:00 PM,11:00 AM,1,Apartment,"
        Entire home/apt
         · "
1093088,Mission/Castro one-bedroom suite,4586440,https://www.airbnb.com/s/San-Francisco--CA?page=1,68,,Lucas,Not Found,37.76777714069825,-122.42433816649047,No,Flexible,16,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not Found,Not Found,Not Found,Not Found,$460,0.0,0.0,0.0,0.0,0.0,0.0,Not Found,Not Found,1,1,Real Bed,1,12:00 PM (noon),11:00 AM,1,Apartment,"
        Private room
         · "
205842,Potrero Hill Garden Cabana,145258,https://www.airbnb.com/s/San-Francisco--CA?page=1,190,,Kepa,Not Found,37.76487422024667,-122.39762672259354,No,Strict,17,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$60,Not Found,No Charge,Not Found,Not Found,0.0,0.0,0.0,0.0,0.0,0.0,Not Found,Not Found,2,1,Real Bed,1,2:00 PM,11:00 AM,1,Cabin,"
        Entire home/apt
         · "
33578,Potrero Hill Garden Lookout ,145258,https://www.airbnb.com/s/San-Francisco--CA?page=1,190,,Kepa,Not Found,37.76525618558157,-122.39730470636793,No,Strict,18,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$60,Not Found,No Charge,Not Found,Not Found,0.0,0.0,0.0,0.0,0.0,0.0,Not Found,Not Found,2,1,Real Bed,1,2:00 PM,11:00 AM,1,House,"
        Entire home/apt
         · "
19756,"Bedroom in Sunny, Spacious Loft",73944,https://www.airbnb.com/s/San-Francisco--CA?page=2,125,,Tess P & Nate,Not Found,37.74712842820996,-122.41961180956999,No,Moderate,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not Found,Not Found,No Charge,Not Found,Not Found,0.0,0.0,0.0,0.0,0.0,0.0,Not Found,Not Found,2,1,Real Bed,1,Not Found,Not Found,1,Apartment,"
        Private room
         · "
918341,Potrero Hill Garden Getaway,145258,https://www.airbnb.com/s/San-Francisco--CA?page=2,190,,Kepa,Not Found,37.76369940780978,-122.39735488018066,No,Strict,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$60,Not Found,No Charge,Not Found,Not Found,0.0,0.0,0.0,0.0,0.0,0.0,Not Found,Not Found,2,1,Real Bed,1,2:00 PM,11:00 AM,1,House,"
        Entire home/apt
         · "
567239,Peaceful  Noe Valley Refuge,1772044,https://www.airbnb.com/s/San-Francisco--CA?page=2,89,,Judy,Not Found,37.74472431318677,-122.43698791604017,No,Moderate,6,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$10,Not Found,No Charge,Not Found,Not Found,0.0,0.0,0.0,0.0,0.0,0.0,Not Found,Not Found,2,1,Real Bed,1,Not Found,Not Found,1,House,"
        Private room
         · "
7462935,Golden View Apartments: Bed 2-D,37722382,https://www.airbnb.com/s/San-Francisco--CA?page=2,40,,Andrey,Not Found,37.77756275569638,-122.49338024357604,No,Flexible,8,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not Found,Not Found,Not Found,Not Found,$240,0.0,0.0,0.0,0.0,0.0,0.0,Not Found,Not Found,1,1.5,Real Bed,1,2:00 PM,12:00 PM (noon),1,Apartment,"
        Shared room
         · "
4387067,Upscale Sunny Private Bed and Bath,22338989,https://www.airbnb.com/s/San-Francisco--CA?page=2,129,,Jeffrey,Not Found,37.788199698595015,-122.43646078317931,No,Moderate,10,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$30,$350,$20 / night after the first guest,Not Found,Not Found,0.0,0.0,0.0,0.0,0.0,0.0,Not Found,Not Found,2,1,Real Bed,1,3:00 PM,11:00 AM,1,House,"
        Private room
         · "
7222704,SF Exp! GG Pk/Bch/Cafe priv ent apt,30610362,https://www.airbnb.com/s/San-Francisco--CA?page=2,105,,Dennis,Not Found,37.78286656048277,-122.48346279251035,No,Moderate,12,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$50,$150,Not Found,Not Found,$600,0.0,0.0,0.0,0.0,0.0,0.0,Not Found,Not Found,2,1,Real Bed,1,3:00 PM,11:00 AM,1,Apartment,"
        Entire home/apt
         · "
8155582,M3 Mid Market .SOMA.Moscone area,38767769,https://www.airbnb.com/s/San-Francisco--CA?page=2,240,,Yan,Not Found,37.77994130500758,-122.41145404697998,No,Strict,14,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$45,$300,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,6,1,Not Found,3,2:00 PM,11:00 AM,3,Apartment,"
        Entire home/apt
        
        
      "
4069917,In the center of the city!,21109147,https://www.airbnb.com/s/San-Francisco--CA?page=2,180,,Mike,Not Found,37.76941608966342,-122.4303163505191,No,Moderate,16,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$75,Not Found,$30 / night after 2 guests,Not Found,$1200,0.0,0.0,0.0,0.0,0.0,0.0,Not Found,Not Found,4,1,Not Found,1,3:00 PM,12:00 PM (noon),2,House,"
        Entire home/apt
         · "
164207,"Quiet area by subway, private bath",783438,https://www.airbnb.com/s/San-Francisco--CA?page=2,99,,Phil,Not Found,37.74159258435915,-122.46578197080093,No,Flexible,18,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not Found,$200,No Charge,Not Found,Not Found,0.0,0.0,0.0,0.0,0.0,0.0,Not Found,Not Found,2,1,Real Bed,1,3:00 PM,11:00 AM,1,House,"
        Private room
         · "
5903014,Cozy1br in Perfect Mission Location,17345800,https://www.airbnb.com/s/San-Francisco--CA?page=2,59,,Steve,Not Found,37.74996737178271,-122.41240869794197,No,Moderate,20,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$25,Not Found,Not Found,Not Found,Not Found,0.0,0.0,0.0,0.0,0.0,0.0,Not Found,Not Found,1,1,Real Bed,1,Not Found,Not Found,1,Apartment,"
        Private room
         · "
26843,"Sunny rm,priv. baths, stunning vu ",65551,https://www.airbnb.com/s/San-Francisco--CA?page=2,114,,Patricia,Not Found,37.750342266209685,-122.4344467181143,No,Moderate,22,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$15,Not Found,Not Found,Not Found,$506,0.0,0.0,0.0,0.0,0.0,0.0,Not Found,Not Found,2,3.5,Real Bed,1,1:00 PM,11:00 AM,1,House,"
        Private room
         · "
7638622,Bright and Modern SF Apartment,11076630,https://www.airbnb.com/s/San-Francisco--CA?page=2,136,,Christine,Not Found,37.77831014872677,-122.41247629934824,No,Moderate,24,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not Found,Not Found,No Charge,Not Found,$809,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,2,1,Real Bed,1,3:00 PM,12:00 PM (noon),1,Apartment,"
        Entire home/apt
        
        
      "
51073,In the Heart of San Francisco,234859,https://www.airbnb.com/s/San-Francisco--CA?page=2,140,,Michelle,Not Found,37.773221650914735,-122.42275767125273,No,Moderate,26,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$30,$150,Not Found,Not Found,$950,0.0,0.0,0.0,0.0,0.0,0.0,Not Found,Not Found,2,1,Real Bed,1,Not Found,Not Found,1,Apartment,"
        Private room
         · "
150848,SF Urban Haven & Secret Garden,726513,https://www.airbnb.com/s/San-Francisco--CA?page=2,75,No Description Found,Not Found,Not Found,37.7619953856549,-122.39391467062444,No,Not Found,28,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,"
        Private room
         · "
3416013,Amazing Views on Potrero Hill.,6884446,https://www.airbnb.com/s/San-Francisco--CA?page=2,130,,Emily,Not Found,37.749567111421904,-122.39456919663498,No,Strict,30,15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$25,Not Found,No Charge,Not Found,$890,0.0,0.0,0.0,0.0,0.0,0.0,Not Found,Not Found,2,1,Real Bed,1,Not Found,Not Found,1,House,"
        Private room
         · "
937842,Casa Quixote in the Mission,2488180,https://www.airbnb.com/s/San-Francisco--CA?page=2,90,,Amadis And Martha,Not Found,37.75991138550237,-122.4106486486969,No,Moderate,32,16,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$30,Not Found,$10 / night after the first guest,Not Found,$770,0.0,0.0,0.0,0.0,0.0,0.0,Not Found,Not Found,2,1.5,Real Bed,1,3:00 PM,11:00 AM,1,Apartment,"
        Private room
         · "
748256,Valencia Corridor Center Of It All!,516404,https://www.airbnb.com/s/San-Francisco--CA?page=2,100,,Michael And Yesica,Not Found,37.754953916712886,-122.41683090864036,No,Moderate,34,17,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$30,Not Found,$10 / night after the first guest,Not Found,Not Found,0.0,0.0,0.0,0.0,0.0,0.0,Not Found,Not Found,2,Not Found,Real Bed,1,3:00 PM,11:00 AM,1,Apartment,"
        Private room
         · "
5013816,Upscale Private Master Bed & Bath,22338989,https://www.airbnb.com/s/San-Francisco--CA?page=2,129,,Jeffrey,Not Found,37.787994915763505,-122.4342857056782,No,Moderate,36,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$30,$350,$20 / night after the first guest,Not Found,Not Found,0.0,0.0,0.0,0.0,0.0,0.0,Not Found,Not Found,2,1,Real Bed,1,3:00 PM,11:00 AM,1,House,"
        Private room
         · "
1280597,Private Studio @ Financial District,2245888,https://www.airbnb.com/s/San-Francisco--CA?page=3,110,,Ryan,Not Found,37.791815715176604,-122.4034061562488,No,Strict,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$50,Not Found,No Charge,Not Found,Not Found,0.0,0.0,0.0,0.0,0.0,0.0,Not Found,Not Found,2,1,Real Bed,1,4:00 PM,1:00 PM,1,Apartment,"
        Entire home/apt
         · "
5552105,Unique SoMa Warehouse Loft Space,28426323,https://www.airbnb.com/s/San-Francisco--CA?page=3,110,,Dustin,Not Found,37.7780646006646,-122.41552064516418,No,Strict,6,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not Found,Not Found,No Charge,Not Found,Not Found,0.0,0.0,0.0,0.0,0.0,0.0,Not Found,Not Found,2,2,Real Bed,1,3:00 PM,10:00 AM,1,House,"
        Private room
         · "
8028929,Sun filled room in the Lower Haight,24534364,https://www.airbnb.com/s/San-Francisco--CA?page=3,70,,Dana,Not Found,37.771712038236835,-122.4344614774541,No,Flexible,9,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,1,1,Real Bed,1,Not Found,Not Found,1,Apartment,"
        Private room
        
         · 2 reviews
      "
5154242,Entire home/apt in San Francisco,26653520,https://www.airbnb.com/s/San-Francisco--CA?page=3,105,,Annie,Not Found,37.71012580120441,-122.44643107981987,No,Moderate,12,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$35,Not Found,No Charge,Not Found,Not Found,0.0,0.0,0.0,0.0,0.0,0.0,Not Found,Not Found,2,1,Real Bed,1,3:00 PM,10:00 AM,1,House,"
        Entire home/apt
         · "
1427660,Charming Studio Apt at Ocean Beach,2275604,https://www.airbnb.com/s/San-Francisco--CA?page=3,135,,Laurie,Not Found,37.77377812890901,-122.51231145067113,No,Flexible,15,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not Found,$200,Not Found,Not Found,$875,0.0,0.0,0.0,0.0,0.0,0.0,Not Found,Not Found,2,1,Real Bed,1,3:00 PM,11:00 AM,1,House,"
        Entire home/apt
         · "
208831,Virtually Your Own Apt in Nth Beach,1028577,https://www.airbnb.com/s/San-Francisco--CA?page=3,145,,Peter,Not Found,37.80242099129454,-122.41440194674655,No,Strict,18,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$45,$100,Not Found,Not Found,Not Found,0.0,0.0,0.0,0.0,0.0,0.0,Not Found,Not Found,2,1,Real Bed,1,2:00 PM,12:00 PM (noon),1,House,"
        Entire home/apt
         · "
12522,Perfectly located Castro,18431,https://www.airbnb.com/s/San-Francisco--CA?page=3,69,,Brenda,Not Found,37.760721593547714,-122.42815308225491,No,Strict,21,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$10,Not Found,Not Found,Not Found,Not Found,0.0,0.0,0.0,0.0,0.0,0.0,Not Found,Not Found,1,Not Found,Real Bed,1,5:00 PM,11:00 AM,1,Apartment,"
        Private room
         · "
5496781,1 Bedroom in 3 Bedroom Condo,6845160,https://www.airbnb.com/s/San-Francisco--CA?page=3,79,,Joel,Not Found,37.803462477395094,-122.41408369598236,No,Flexible,24,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$25,Not Found,Not Found,Not Found,$500,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,1,1,Real Bed,1,Not Found,Not Found,1,Apartment,"
        Private room
        
         · 2 reviews
      "
7229079,Hayes Valley Victorian Yellow Room,1287271,https://www.airbnb.com/s/San-Francisco--CA?page=3,70,No Description Found,Not Found,Not Found,37.77291248005719,-122.42408663841667,No,Not Found,27,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,"
        Private room
         · "
24463,"Potrero Hill ""Nest"" - Quiet, Cozy",99128,https://www.airbnb.com/s/San-Francisco--CA?page=3,155,,Cathryn,Not Found,37.756445953809276,-122.39910232220872,No,Strict,30,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$85,$500,Not Found,Not Found,$1021,0.0,0.0,0.0,0.0,0.0,0.0,Not Found,Not Found,2,1,Real Bed,1,Not Found,12:00 PM (noon),1,Apartment,"
        Private room
         · "
7948450,Hayes Valley Studio Appartment,41429891,https://www.airbnb.com/s/San-Francisco--CA?page=3,90,,Vlad,Not Found,37.7744191396756,-122.42383316503573,No,Flexible,33,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not Found,$350,Not Found,Not Found,$600,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,2,1,Pull-out Sofa,1,Not Found,Not Found,1,Apartment,"
        Entire home/apt
        
        
      "
470686,Pvt bath/Queen bdrm/Super Location,2335495,https://www.airbnb.com/s/San-Francisco--CA?page=3,125,,Hao,Not Found,37.767305597237254,-122.42542005611267,No,Flexible,36,12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$30,$250,$20 / night after the first guest,Not Found,Not Found,0.0,0.0,0.0,0.0,0.0,0.0,Not Found,Not Found,2,1,Real Bed,1,Not Found,Not Found,1,Condominium,"
        Private room
         · "
2393583,"Private, Modern Bedroom in 2BR Apt",1091811,https://www.airbnb.com/s/San-Francisco--CA?page=3,120,,Sean,Not Found,37.76207083548683,-122.38841471764799,No,Strict,39,13,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$60,$100,No Charge,Not Found,Not Found,0.0,0.0,0.0,0.0,0.0,0.0,Not Found,Not Found,2,2,Real Bed,1,3:00 PM,11:00 AM,1,Apartment,"
        Entire home/apt
         · "
2160741,Modern Luxury 1 BR Apartment,11025922,https://www.airbnb.com/s/San-Francisco--CA?page=3,210,,Jorge,Not Found,37.77512771130182,-122.42001907202994,No,Strict,42,14,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$80,$300,$25 / night after 2 guests,Not Found,Not Found,0.0,0.0,0.0,0.0,0.0,0.0,Not Found,Not Found,3,1,Real Bed,1,3:00 PM,12:00 PM (noon),1,Apartment,"
        Entire home/apt
         · "
5491995,Spacious SF Coastline Townhouse ,17054038,https://www.airbnb.com/s/San-Francisco--CA?page=3,69,,Stefan,Not Found,37.8281551005637,-122.37749921182593,No,Strict,45,15,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$75,$100,Not Found,Not Found,$425,0.0,0.0,0.0,0.0,0.0,0.0,Not Found,Not Found,2,1.5,Real Bed,1,2:00 PM,11:00 AM,1,House,"
        Private room
         · "
